description,established,id,name,organic,resource_url,website
"The first Latin microbrewery in the US, 5 Rabbit is all about making the best beer. At 5 Rabbit we celebrate the centuries-old myth behind Latin drinking culture with an innovative concept that revolves that uniquely Latin attitude towards life that has so captured the imagination of the world. It additionally sets out to become an integral part of the local Hispanic community and aid in its advancement. 5 Rabbit is locally brewed in Chicago, Illinois.",2011,GDFP48,5 Rabbit Cerveceria Inc,False,brewery,http://www.5rabbitbrewery.com/
"5 Seasons Brewing is passionate about serving local produce, all-natural meats, and artisanal cheeses. We believe in conserving the spirit of the farm and supporting local farmers. We are also acknowledged as the center of Atlanta’s beer culture.",2001,PprWrh,5 Seasons Brewing Company,False,brewery,http://www.5seasonsbrewing.com/
"We are a small batch nano-brewery located ""down around"" San Antone. Our primary focus is limited releases each season brewed with the freshest local ingredients we can get our hands on.",2012,KuH7Gy,5 Stones Artisan Brewery,False,brewery,http://5stonesbrewing.com/
"Our entire purpose is to say ""Thank you"" to all of the active Troops and Veterans in our Country who have served so selflessly to protect and preserve our dear Nation and precious Freedom! Of course, our gratitude began close to our hearts with our own fathers, grand-fathers and uncles, and quickly spread to friends, neighbors, and colleagues.

We searched for a way to carry out our goal, we decided to find an avenue that would facilitate wide-spread reception and the ability to give back repeatedly. What better way than a great tasting lager? As predicted, the reception to our mission has, indeed, been overwhelmingly positive and dynamic. As we share our idea, everyone invariably expresses their gratitude for the fact that we are providing a manner in which they can give back on an individual and personal level. Surprisingly, Troops and Veterans have said ""Thank you"" back to us!",2010,3zqgUV,50 Back Brewing Co,False,brewery,http://www.50back.com
"508 Restaurant and Brewery, Bar and Mediterranean American Rustic Cuisine SOHO, NY",,vsz5a5,508 Gastrobrewery,False,brewery,http://www.508nyc.com/
"Attention Beer Lovers, what you've been hearing is true! Lake Orion is about to have its very own microbrewery – 51 North Brewing Company. We will be located at 51 North Broadway, hence the name. Mary and Don Gindhart lead a small group of beer-loving, business-minded individuals that share one purpose – to create a microbrewery like no other. We will have an amazing lineup of hand-crafted beers, wines and meads, all made in-house. Along with this diverse group of drink selections, we will offer unique food pairings to complement these libations and provide high-quality entertainment and service. All these ingredients add up to a destination perfect for individuals, couples, families and friends.",2013,lzuP4P,51 North Brewing Company,False,brewery,http://www.51northbrewing.com/
Exceptional Folks Drink Exceptional Beer,,rHCSHp,515 Brewing Company,False,brewery,http://www.515brewing.com/
"We make unique beers the traditional way. Beer is our passion. We use only the highest quality ingredients and make small batches to ensure that we supply our community with the purest, freshest, highest quality beer possible. Fresh beer always tastes the best! Small scale, local distribution is our way of ensuring our product is in its prime when it gets to your glass. We have a number of staple beers plus we will be providing a rotating line of seasonal and specialty brews. As we say.....Great Beer, Born Here.",2014,PLK3WP,51st Ward Beer Company,False,brewery,http://51stwardbrewing.com/
"With our team, a small group of business and friend collaborators, we intend to use the production of craft beer, through community involvement, to expose our strengths, talents and develop ourselves. We desire to enjoy life fully, with a passion for local craft beer, the NE Minneapolis community, personal growth with our friends/family and to God’s mission through honest relationships and accountability.",,jaZXcv,56 Brewing,False,brewery,http://56brewing.com/
"57 Brew Pub & Bistro is located in Greenville Michigan. We are excited to bring this new establishment to our community. We feature our own locally brewed beers on site, and our Bistro features a full menu of American Cuisine from appetizers, soups & salads, Burgers, Sandwiches, Entrees & Desserts. We opened in late October 2012! Stop in and see us soon",2012,B7P5BI,57 Brew Pub & Bistro,False,brewery,http://www.57brewpub.com
"Opened in June of 2003 in historic Downtown Sedalia, Missouri. The 5th Street Brewpub is a restaurant with a full bar featuring our own handcrafted beers. Our brewing system came on-line in February 2005. We have pale and red ales, a great dark porter, and are currently producing other seasonal beers. We are also proud to serve the major brands brews as well as specialty brews from other handcrafting breweries.",2003,PZOy9a,5th Street Brewpub,False,brewery,http://www.5thstreetbrewpub.com/
"603 Brewery was founded in 2012 by long time college friends.  As home brewers, who met while studying engineering, they set out to design high quality, hand crafted beers.  As demand for the beers increased, the vision to launch a microbrewery was developed.  With a focus on quality and versatility, our hand crafted beer is brewed using the finest ingredients in small batches.",2012,TavGRG,603 Brewery,False,brewery,http://603brewery.com/
"In the heart of the Northeast Minneapolis Arts and Brewery District, 612Brew calls Central and Broadway home. 612Brew produces small-batch beers to satisfy both the weekend beer drinker and the craft beer drinker with a discerning palate. Enjoy the local brewing culture while sipping a pint in our taproom, then look upon our mirror-polished tanks or sit in the courtyard amphitheater and rain garden. Come on, Minnesota. I'm Thirsty Already.",2013,QtDyxR,612Brew,False,brewery,http://612brew.com/
"7 cent Brewery is owned and operated by three engineers who are beyond passionate about beer.   We are inspired by the craft brewers before us who have challenged the palates of beer drinkers, been brave enough to brew something unique and not follow the status quo of the beer world.
The core philosophy of the brewery is to make beer that excites us and to make beer that we love to drink.  In no way will we let supply, the market or budgeting compromise the quality of 7 cent beer.  If other people want to drink it, bathe in it, rub it on their hips and let it eat through to their liver, freeze it into ice blocks in winter and skate on it, then melt it in spring time and drink it, or whatever they decide to do with it, it’s all an added bonus for us.",2012,yzjEGx,7 Cent Brewery,False,brewery,http://7cent.com.au/
"The 7 Devils Brewing Company is a small craft brewery on a mission to bring the inspiration of our coastal area to the tap. Walking through our doors should create the same restorative feelings of walking toward the shore. We wish to be a sustainable business that is socially, ethically and environmentally responsible and provides a place where passionate people converge to create a positive environment and inspired products. Our goal is to enhance the community in which we live and succeed financially so that we can provide family wage jobs for creative people in a progressive workplace. With core values of efficiency, ingenuity, pride in craftsmanship, environmental and social responsibility and superior customer service, the 7 Devils Brewing Company is crafting the change we wish to see in the world.",2012,thFM14,7 Devils Brewing Co,False,brewery,http://www.7devilsbrewery.com/
"We are a small craft brewery combining a fundamental passion for great beer with decades of experience from the industry. Our Brewmaster is Norway's grand old man of brewing – and several times Norwegian homebrewing champion – Gahr Smith-Gahrsen. Our goal is to produce classic, yet innovative beer that will put Bergen on the international beer map.",2013,8yWmRv,7 Fjell Bryggeri,False,brewery,http://www.7fjellbryggeri.com/
